,0
0,-0.017498754297835088
1,0.0016798310408317665
2,0.2791647720490843
3,2.325527872667853e-05
4,2.2661601160032824e-06
5,8.250485680471525e-06
6,-6.19998960180979
7,-0.9075587059625754
8,-16.72763171128554
9,-0.002931020066915535
10,-0.03395910856708647
11,-0.03281246371839104
12,5.8263027213741765
13,9.005269586374638
14,-15.104453341579358
15,-0.08568295824738421
16,-0.03202420939278275
17,-0.022533760072260087
18,-10.306383419446718
19,23.49489043401354
20,0.40200525597811065
21,0.08198152058751779
22,-0.008460713640660755
23,0.004655015442051436
24,-0.005917126165138665
25,-8.926433376796154e-05
26,3.5061457494120355e-05
27,0.005819103281754047
28,-0.0042105386764895395
29,-0.008755247729124649
30,-47.75343662717114
31,-38.72615008540333
32,-36.83046823908626
33,-29.292479107184107
34,-33.9366021983285
35,-57.44947846219986
36,-0.003019959654884022
37,-0.00213577620914568
38,-0.005795281250286089
39,0.004440548984881855
40,-0.0007355607153800049
41,-0.0018093904187350685
42,-0.0004176201807682238
43,-0.00124700149135782
44,0.0010616512685286822
45,0.0013962571333657574
46,0.0011301630041199336
47,-0.005228394302937457
48,0.0011794774283756734
49,0.0016789380759671055
50,-0.006540706398999084
51,0.00065194558449561
52,0.0003100375588907427
53,-0.005545904793321
54,0.00016564136297634278
55,0.00045448537154543127
56,-0.007168391469993445
57,-0.01002156333789064
58,-0.009377215738022051
59,-0.01874869673350062
60,-0.0024704050970952808
61,-0.003118978553750061
62,-0.01096822726232595
63,-0.0011887084192625345
64,-0.001824676411139905
65,-0.008333678647045133
66,-0.0006961726730762285
67,-0.0012609344766399203
68,-0.0065338934070259015
69,0.0003951369223534479
70,0.0013206388960539752
71,-0.008457058191477443
72,0.004116950944327933
73,0.004890994914244336
74,-0.009741235371454129
75,0.009216043780421965
76,0.01013039370611608
77,-0.015687212432902546
78,0.0006498975280597175
79,-7.450633470636181e-06
80,-0.0008994938809837108
81,-0.0005364583501055731
82,-0.00043088942327770136
83,-0.0009629650246062091
84,0.0005113535485969118
85,5.17975980981189e-05
86,-0.005470854798381483
87,-0.00038473982149476787
88,-0.0013102774444633098
89,-0.005520058799231924
90,-0.0010700610587284845
91,-0.00373757799465902
92,-0.008506752313379329
93,0.0012870054287460672
94,0.0021191040002463135
95,-0.006287526271562673
96,0.0017471794957407
97,0.0020231062266384617
98,-0.006052355806898516
99,0.005223809578812095
100,0.0059110244350290796
101,-0.011164599020717491
102,-0.00010603369879211288
103,-0.00029474203569397964
104,0.0002447892962104993
105,0.009870496080942467
106,0.01014862372406792
107,-0.016648911034481136
108,0.0037125443529034546
109,0.0039437714348516525
110,-0.010235124381681459
111,-0.00023090841974177795
112,-0.00015795933018551093
113,-0.00024406542016922744
114,-0.00013124265703995733
115,0.0001710972155852808
116,-0.0011657415763497436
117,0.0012073256859447476
118,0.0011581983143423209
119,-0.008075934429856685
120,-0.00024299104514385883
121,-9.933180049976828e-05
122,-0.0005701759322458439
123,-6.453887882449782e-05
124,8.159176973864153e-06
125,-0.000441106984618583
126,0.00013631358172378621
127,0.00015771881638375687
128,-0.0013746118672671552
129,0.00011266347270784231
130,-8.824689060559204e-07
131,-0.00029062588634187064
132,0.0006310421416996156
133,0.002133442642954616
134,-0.008193071791177491
135,0.0008694560288920461
136,0.0019983156964746597
137,-0.008781804138547847
138,-0.00031160509356001256
139,-0.0013473793072750358
140,-0.006786080976668912
141,-1.6481852835818245
142,-3.977234928732173
143,-45.249830498457385
144,-0.00035666100470065423
145,-0.001219101641689039
146,-0.006364549722640805
147,-0.0009217042340266511
148,-0.004234864232377098
149,-0.010078929220653076
150,-0.00043082860837920234
151,-0.0013915079858391223
152,-0.00608280384916067
153,-0.0010247236565528676
154,-0.00392327456308279
155,-0.008250544380366043
156,-0.0008336896714632499
157,-0.002209902968707299
158,-0.00617026591789398
159,0.00067506312243866
160,0.00017417116206874458
161,-0.0005601847605430574
162,-18.26512037320765
163,-0.2547993258097705
164,-45.526550005062134
165,-0.004379906908114663
166,-0.005706596869670233
167,-0.012938088591346736
168,-0.0003215323354396338
169,-0.0003789341129897851
170,-0.0011680746790136629
171,-12.784343192300277
172,-7.166376326378085
173,-41.04916974171216
174,-0.000952699470108653
175,-0.0006802730839740659
176,-0.0009058872047298244
177,-0.00048462073199036226
178,-0.0004631205090284002
179,-0.0010017670007429758
