,0
0,149.49301870569553
1,45.27779480318074
2,-153.12009270985044
3,21.918198375154176
4,10.77835507094116
5,4.89115457879074
6,89.84180864274379
7,-99.49471049401717
8,56.30475877432522
9,417.47898952278973
10,-106.980102394764
11,-122.16766816402622
12,82.38331254938879
13,22.406821039124566
14,14.774621507484241
15,51.97954259551995
16,-5.267378200208327
17,-65.23078265816955
18,79.05103895658122
19,-87.62626144832643
20,166.74353811231725
21,99.50498868913466
22,-9.933234809943727
23,57.61285224979346
24,173.90605282585236
25,-37.30349109017757
26,70.53765412893347
27,95.33537984055289
28,-1.1036932943435467
29,35.66176057264538
30,154.58128338866976
31,-19.818790171466937
32,31.0238507256267
33,174.85832357461305
34,98.20838760412401
35,-34.06814973572463
36,92.14217239893938
37,26.885437213863995
38,-53.690265694145495
39,85.5503692139602
40,33.013394732427884
41,66.03173416911075
42,79.34167524365624
43,13.191804115474248
44,36.488728405915424
45,248.7493400443546
46,-54.70161715360678
47,35.13495685674076
48,47.235344701319335
49,-76.11037291986895
50,200.17778707099106
51,118.12892844924818
52,210.7091768091537
53,-143.03380204246875
54,-89.91917528465765
55,-292.7082556988664
56,-343.63082507429846
57,68.29654757443907
58,-7.00237947777881
59,-30.341762207981674
60,88.32993147139435
61,1.0863610140649094
62,30.621801815638108
63,54.72698643948389
64,14.75243842061441
65,12.99653674647071
66,165.23660438628755
67,-39.7959525993558
68,-62.49660767399661
69,68.10882246755043
70,-128.63518187295034
71,148.54762898975423
72,180.74611156931917
73,-53.52778381693656
74,92.74950040577036
75,32.54272120086466
76,-87.71528823330064
77,222.60189105665376
78,92.68952967255046
79,-5.588170684522005
80,75.25639497671318
81,134.74671752734082
82,220.0700527892346
83,-142.1339566782226
84,52.993481356778595
85,-27.248461351632137
86,167.12526905589152
87,94.94349246906265
88,14.405305167481309
89,34.664799953756244
90,310.7354289400493
91,366.57619324801794
92,-317.4304945374594
93,76.78666875284202
94,13.764490704825697
95,101.18163616418725
96,90.468774061251
97,20.319929999013993
98,16.99497716400876
99,90.05466465616607
100,13.542394354884664
101,7.963353181401644
102,238.10364961486556
103,238.08182844420094
104,-247.48442583215035
105,47.786057517882355
106,18.418739697509757
107,73.89276322179742
108,134.91978507571437
109,-27.891218503340603
110,87.17891491937004
111,365.9978978466819
112,-101.22350537212169
113,40.19006541151586
114,93.200006771758
115,12.259758631584862
116,-3.545463532145891
117,86.72909197587408
118,0.5373309887660422
119,19.275271435284708
120,94.12220720571426
121,-3.9512276381870404
122,13.106078419080134
123,268.13866778218204
124,-85.78327775496285
125,-117.27817731887893
126,85.18723765139701
127,-2.865076974225701
128,10.97369577371586
129,145.96677842510366
130,-37.27312441165585
131,-54.062793975955174
132,67.43926230760488
133,7.644715894784914
134,3.0378825406835333
135,6.946882326552199
136,-100.81706397227553
137,-253.59011094600905
138,118.67108600376321
139,36.4105222863364
140,-40.285358124908896
141,127.27895133060781
142,94.55628841835625
143,111.45322156400107
144,76.24757658550865
145,22.1763901908865
146,-9.349744674299131
147,89.96156038222298
148,37.620100044612926
149,61.99246928131495
150,68.96835442794696
151,-0.9932259835597819
152,-29.065285856851148
153,66.96407666134849
154,-12.260419642239468
155,-35.081040498889145
