,0
0,0.07804348890657375
1,0.16557965825911958
2,-0.05688618935512668
3,0.37324665014271063
4,-0.04175328823361735
5,0.3723507726793236
6,-0.11513535820004783
7,0.2878625445123523
8,-0.05930582234017567
9,0.4112670348194589
10,0.10404121905665453
11,0.38209488512277057
12,-0.03562244787901747
13,0.33446972381061857
14,0.007374800125326431
15,0.3318556320667976
16,-0.05479249884318094
17,0.4309638097900397
18,-0.01660280117703472
19,0.32763068294908604
20,-0.13961903229669015
21,0.41551370896407747
22,-0.08267170733607809
23,0.4222437716059596
24,-0.027184889746284746
25,0.3280376896251182
26,-0.038504469546570164
27,0.3576806331585196
28,-0.0812580111214185
29,0.42850787611067886
30,-0.06063987231963619
31,0.397029115625692
32,-0.043895129494193164
33,0.3305048514404243
34,-0.03747593628385282
35,0.34632024648777093
36,-0.13048267128219182
37,0.41774704616873315
38,-0.02961888452331074
39,0.34671890179145315
40,-0.19320594421437998
41,0.431901717003365
42,-0.045160857422103184
43,0.39013166277460853
44,-0.056634387766614225
45,0.3680108513045708
46,0.07185361893067133
47,0.41340943315696776
48,-0.10869261341076553
49,0.3578146062449852
50,-0.07382341137673265
51,0.3230009969022465
52,-0.15899098164590786
53,0.39324740537715686
54,-0.11024613665137295
55,0.4547842523560479
56,0.03342346273168384
57,0.3801582668633139
58,-0.006628419826089527
59,0.34745492946097367
60,-0.06171853666353133
61,0.3548169714821734
62,-0.06274684027615596
63,0.371151059547727
64,-0.18838003578844395
65,0.3964640377231987
66,-0.09370388861777013
67,0.4219673000974914
68,-0.04894643889586048
69,0.33676158157168556
70,-0.05751308835544222
71,0.4181011332171689
72,-0.05898869478948843
73,0.39476236928127495
74,0.25305622662613025
75,-0.22927231023577413
76,0.3092347078492132
77,-0.017070411117021678
78,0.1310905755793872
79,-0.09187619443150807
80,0.5278123634738598
81,-0.20053619825556357
82,0.20441466311271483
83,-0.1849894014221867
84,0.28806874956036665
85,-0.07172869794918757
86,0.42355117357411753
87,0.09748399991942946
88,0.2608161751748792
89,-0.1394201372438686
90,0.38725872489216284
91,0.11990338104509712
92,0.2179819945158732
93,-0.16194873168742308
94,0.23174506307850873
95,-0.12306521766165157
96,0.35525111542765253
97,-0.007978902229573315
98,0.1890029868725085
99,-0.1929759407529597
100,0.22947106956093588
101,0.21726696781947563
102,0.3678360603804712
103,-0.040498594470745
104,0.2199905651357641
105,-0.37784321252870523
106,0.4449355452888639
107,-0.12490133449923846
108,0.36986437229462155
109,-0.023857332212602778
110,0.4225936773212884
111,0.04416192398709473
112,0.3342848341435787
113,-0.04614265094758707
114,0.3923094479462057
115,-0.025529129646556292
116,0.1756199179342799
117,-0.186971214735345
118,0.2953870235350873
119,-0.04374718191880067
120,0.3401738065389761
121,-0.116770153256744
122,0.15819483546920504
123,0.03697560103814801
124,0.413987293486171
125,-0.13919526233078194
126,0.5626686445495199
127,-0.2189268479348696
128,0.12456880749732058
129,-0.023242264231502663
130,0.18028403365059265
131,0.0871583578337739
132,0.2849286315916668
133,-0.13652101679716377
134,0.4262806866890596
135,0.0163378734433266
136,0.33601766376601105
137,-0.17497795630523294
138,0.20883984791078714
139,0.13247813048766843
140,0.3114191735683578
141,-0.19254103336629275
142,0.15843871425612954
143,-0.011823420344773905
144,0.2766088817043588
145,0.15664419113098826
146,0.09444882004732413
147,-0.3838899572576735
148,0.20874551829764942
149,0.07221607384600669
150,0.24854307742216042
151,0.1813262388013387
152,0.17608349079835528
153,-0.009475382908973845
154,0.15970917440405508
155,-0.24337787869546856
156,0.18279959576159222
157,-0.09447027864340046
158,0.1844889730037096
159,-0.37408404113968974
160,0.014583104532005287
161,-0.22005685409573594
162,0.42923034977759933
163,-0.19256060066607272
164,0.12178611000453943
165,-0.11308263498207971
166,0.3130693499076552
167,-0.06139161045248387
168,0.39159080504381993
169,-0.036928718811997996
170,0.296946709547397
171,-0.44221072051797705
172,0.4292320729583933
173,-0.031421390776686486
174,-0.643995616360403
175,-0.22553392923329063
176,-0.6780430788736367
177,-0.458862415681085
178,-0.722739055193891
179,-0.22125707482902435
180,-0.6213900196346247
181,-0.26660601559086283
182,-0.6616322714288425
183,-0.2104011856016874
184,-0.6805000495035083
185,-0.19678606156859668
186,-0.6730556025975828
187,-0.1896537724639491
188,-0.6496101534340948
189,-0.24430847049309623
190,-0.7454543005106897
191,-0.07508447934638074
192,-0.6128980301568074
193,-0.24898987809567324
194,-0.6318491540161152
195,-0.2642553222163462
196,-0.6502674595131546
197,-0.234355826603025
198,-0.656117993351633
199,-0.22687306969144339
200,-0.69418867108531
201,-0.15267711736724277
202,-0.9176802062583604
203,-0.3168792757417602
204,-0.6667274897288333
205,-0.2500388456306557
206,-0.6726446656799653
207,-0.24401513645748252
208,-0.9219171557119803
209,0.05835131197182175
210,-1.0111018694862732
211,-0.4444241083067686
212,-0.6341325767983168
213,-0.2532674296414652
214,-0.6197267564448359
215,-0.24075702560212187
216,-0.6224861647385638
217,-0.23007716028960212
218,-0.6271836646216121
219,-0.2125904099634952
220,-0.6124189167300558
221,-0.23240901649684054
222,-0.647595683338287
223,-0.16698399632042538
224,-0.6216501406652015
225,-0.22672253065980977
226,-0.6827246012749768
227,-0.1942764125069949
228,-0.6757927277821505
229,-0.20338741635758983
230,-1.0652050869132026
231,-0.3370566951345144
232,-0.5732608805268382
233,-0.3856044529471361
234,-0.5750406736054021
235,-0.3061406029471363
236,-0.737017794907779
237,-0.3565223691681254
238,-0.622970927222477
239,-0.25209384815460467
240,-0.7415836437698253
241,-0.15815365798298586
242,-0.9081091528651903
243,-0.28959161845248826
244,-0.7325318778163785
245,-0.1680331599448175
246,-0.9558528334539265
247,-0.47912097771154905
248,-0.8399367246512028
249,-0.5752166605836022
250,-0.8419576709955532
251,-0.2695502359564339
252,-0.6833285318903083
253,-0.24861541202375814
254,-0.7933970057968125
255,-0.2992229936386237
256,-0.7174963360942215
257,-0.235903115902097
258,0.6107108519629967
259,-0.05631309293100978
260,0.7346271581997446
261,-0.18836664939780823
262,0.8541181886943363
263,0.08690986858487015
264,0.6566905090034109
265,-0.10949813478386705
266,0.7062354223844958
267,-0.0959721235343455
268,1.231317361044571
269,0.15845621561816126
270,0.6651878746190727
271,-0.04748137081241133
272,0.7676937155970345
273,-0.020868460994281968
274,0.629678524279626
275,-0.06362548416912839
276,0.6979151035293514
277,-0.21078483467724762
278,0.6752065650201349
279,-0.07515692078881786
280,0.6745074640638737
281,-0.0269913177099248
282,0.6376081397339737
283,-0.07457850110912778
284,0.6244267537691481
285,-0.06957870886815035
286,0.6299350473954597
287,-0.11558139193704275
288,0.8357488433319267
289,-0.28453825431146074
290,0.5982756300432408
291,-0.04034803321064956
292,0.6394299196765841
293,-0.04238224719179917
294,0.6952161407972852
295,-0.25149208855498806
296,0.8094120312487849
297,-0.22222173303435477
298,0.6064482337431936
299,-0.034224201947322425
300,1.0172609826298382
301,0.07120205461791418
302,0.6010622352672677
303,-0.04139895361135548
304,0.6907311759461372
305,-0.0030962685268778323
306,1.0258121036373335
307,0.12387850044909232
308,0.6115398658563741
309,-0.026726165331204144
310,0.5996789212885609
311,-0.04026383623178842
312,0.7167910690291137
313,-0.13660511495914274
314,0.6052302329001388
315,-0.048773334776162525
316,0.933675307112904
317,0.038516226614838
318,0.6627774633602659
319,-0.18484061254245132
320,0.6489285652071742
321,-0.03631861438763928
