,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-0.0014544987279141695,0.0011778003547095713,0.00015482109099909468,1.5898412938998452,7.759601744788742,-1.4302121273206763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0002694812008636974,-0.00028772692723932116,-0.0017696131676902267,-6.051343831407217,0.14749986236402174,-2.4036653617663823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.001465317666729869,0.0017202310335577835,0.00017194163343497456,1.6976505054329865,9.15910282251999,-1.0792379054876475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.00026548739638044644,-0.00022669692229666797,-0.001965301863183979,-5.410577758754825,0.017425735330955112,-3.9617744917999516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.003094797009824012,0.0011811640868522495,0.00028977468654610514,0.5944794142328722,6.982623174492491,-0.057262741740880925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.000281591217101319,7.35789930767635e-05,-0.003312139823238257,-6.523443871917831,0.6099189424971713,-0.1084379889065733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.001461128932494717,0.0016366562049535298,0.00016909646731959343,2.6287834050139334,8.87546294762328,-2.242721644622843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.00037126734041174973,-0.000525643639161194,-0.0019327814656751282,-6.047654263612881,-0.5222382025849753,-3.749948718354094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.001408403203504191,0.002228290849031006,0.00018246517143907838,1.1272490108566298,11.107507786014587,-0.2003638476439526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.0001919340963536221,6.157875375085384e-06,-0.002085586452980983,-4.732310728146804,0.45755085630427567,-5.396495513348627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.006220687404982517,0.00022528236809280452,0.0005181590601357917,0.8021074371687267,7.823371931787077,-4.1781772148772305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.0016992669680239252,-0.003153701884261457,-0.0059225851585017605,-9.554131286197606,2.169214864616712,2.258301430943346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.0034573552266954424,0.0011919088505359492,0.0003199030007036252,1.3716747264883784,6.986677515823601,-2.445884267933202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.0007387724685258328,-0.0010944268743068417,-0.0036565080298527363,-7.3965433183980664,0.7266252904533589,0.11924364987467378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.0023789367343705504,0.0012003147927142645,0.00023149510273066267,1.3543462524721595,7.061176161894047,-1.7058476170509147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
