,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,20.022354872509826,-6.08734583315697,0.12187712097727292,-370.3462538103339,-54017.31920271077,41.05088210607228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-6.08734583315697,11.235548672773401,0.3348546378331958,-1175.2651569926727,35391.504478724695,-14.941299176980726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.121877120977273,0.33485463783319647,22.90736428110763,58009.75630218044,-73.31547918125345,10829.240016090691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-370.3462538103337,-1175.2651569926713,58009.75630218044,160236212.26464078,2616473.319402268,24954291.734126437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-54017.31920271077,35391.504478724695,-73.31547918125332,2616473.319402267,216326629.37313896,-480466.5184035389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,41.050882106072194,-14.941299176980724,10829.24001609069,24954291.73412644,-480466.5184035393,48451586.46629609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,41.778644406403096,4.593199909354974,-1.800977363547342,-4758.133637596491,-106237.89569426572,3608.58070041677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,4.593199909354974,15.773592381924622,2.146321243188395,5847.037987244487,-43480.3874502245,3027.9587347931656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,-1.8009773635473418,2.146321243188395,35.557402223123816,85830.83295530367,3804.605623216444,17128.26225308891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,-4758.133637596492,5847.037987244487,85830.83295530367,232328662.75036415,9655987.911672857,74128450.42946342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
